time_sec,cpu_pct,mem_pct,gpu_pct,gpu_mem_pct,interval_fps,rtt_ms
1,182.7,5.426648157770247,0,0,1,0.0
2,185.8,5.426648157770247,0,0,2,0.0
3,184.9,5.426648157770247,0,0,2,0.0
4,192.9,5.426648157770247,0,0,3,0.0
5,188.9,5.426648157770247,0,0,2,0.0
6,205.8,5.426648157770247,0,0,3,0.0
7,202.9,5.426648157770247,0,0,2,0.0
8,190.9,5.482485051998108,0,0,3,0.0
9,194.9,5.482485051998108,0,0,2,0.0
10,178.9,5.482485051998108,0,0,3,0.0
11,189.9,5.482485051998108,0,0,2,0.0
12,196.6,5.482485051998108,0,0,3,0.0
13,199.9,5.482485051998108,0,0,3,0.0
14,208.8,5.482485051998108,0,0,2,0.0
15,197.9,5.482485051998108,0,0,3,0.0
16,206.9,5.482485051998108,0,0,3,0.0
17,199.9,5.482485051998108,0,0,2,0.0
18,190.7,5.482485051998108,0,0,3,0.0
19,198.9,5.482485051998108,0,0,2,0.0
20,199.7,5.482485051998108,0,0,3,0.0
21,193.9,5.482485051998108,0,0,2,0.0
22,168.9,5.482485051998108,0,0,2,0.0
23,187.9,5.482485051998108,0,0,2,0.0
24,188.5,5.482485051998108,0,0,2,0.0
25,166.9,5.482485051998108,0,0,1,0.0
26,177.9,5.482485051998108,0,0,2,0.0
27,200.8,5.482485051998108,0,0,3,0.0
28,208.4,5.482485051998108,0,0,2,0.0
29,185.9,5.482485051998108,0,0,2,0.0
30,189.2,5.482485051998108,0,0,2,0.0
31,198.9,5.482485051998108,0,0,3,0.0
32,189.3,5.482485051998108,0,0,2,0.0
33,191.6,5.482485051998108,0,0,2,0.0
34,134.6,5.482485051998108,0,0,1,0.0
35,94.9,5.482485051998108,0,0,1,0.0
36,192.9,5.482485051998108,0,0,2,0.0
37,197.9,5.482485051998108,0,0,3,0.0
38,194.9,5.482485051998108,0,0,2,0.0
39,202.9,5.482485051998108,0,0,3,0.0
40,188.9,5.482485051998108,0,0,2,0.0
41,186.9,5.482485051998108,0,0,2,0.0
42,194.6,5.482485051998108,0,0,3,0.0
43,205.6,5.482485051998108,0,0,2,0.0
44,197.9,5.482485051998108,0,0,3,0.0
45,191.9,5.482485051998108,0,0,2,0.0
46,199.2,5.488689151356759,0,0,3,0.0
47,175.6,5.488689151356759,0,0,2,0.0
48,192.9,5.488689151356759,0,0,2,0.0
49,184.9,5.488689151356759,0,0,3,0.0
50,186.9,5.488689151356759,0,0,2,0.0
51,179.9,5.488689151356759,0,0,2,0.0
52,191.9,5.488689151356759,0,0,2,0.0
53,192.9,5.488689151356759,0,0,2,0.0
54,194.4,5.488689151356759,0,0,3,0.0
55,196.8,5.488689151356759,0,0,2,0.0
56,187.9,5.488689151356759,0,0,2,0.0
57,180.9,5.488689151356759,0,0,2,0.0
58,169.9,5.488689151356759,0,0,2,0.0
59,193.8,5.488689151356759,0,0,2,0.0
60,195.6,5.488689151356759,0,0,2,0.0
