time_sec,cpu_pct,mem_pct,gpu_pct,gpu_mem_pct,interval_fps,rtt_ms
1,107.0,6.617238078980137,0.0,0,0,0.0
2,114.1,7.0534420331646235,0.0,0,0,0.0
3,138.5,7.753808518306059,0.0,0,0,0.0
4,397.4,19.211787810793396,0.0,0,0,0.0
5,243.8,24.017925937090048,0.0,0,0,0.0
6,165.0,24.077391983259282,0.0,0,0,0.0
7,155.4,24.438596949904472,0.0,0,0,17.441856384615384
8,94.1,24.976405820905697,0.0,0,0,8.435763807692307
9,168.1,26.67431523053602,55.8,0,0,9.106605468749999
10,225.9,26.788018411918223,6.4,0,0,10.309094195402299
11,160.4,27.359815204135145,31.0,0,0,9.07126493814433
12,193.0,27.50484058742201,17.5,0,0,17.028033407407403
13,137.2,28.040650168939962,0.0,0,0,11.041480342105263
14,234.1,28.074689353988557,22.2,0,0,11.156506275000002
15,217.5,28.066589668389646,13.4,0,0,10.690180695121951
16,138.5,28.55159679149923,1.5,0,0,10.816775192771084
17,117.4,29.74932498348023,18.5,0,0,10.29038757647059
18,288.7,32.97207710285524,0.0,0,5,16.899695499999996
19,229.0,33.92214971807455,11.2,0,3,16.081222339285713
20,323.3,34.96547124534717,4.2,0,6,19.273619886363637
21,201.5,35.54162546336097,33.5,0,2,16.06285935714286
22,326.8,36.87776600418415,29.5,0,6,21.460111487804877
23,199.0,36.97588498036339,16.2,0,2,16.522884592592593
24,331.3,36.177091936045294,0.4,0,6,21.23880075609756
25,200.7,36.007870023627504,16.7,0,2,15.31943856140351
26,339.2,37.36877099574357,74.2,0,7,22.04170325
27,183.5,37.41952219031903,7.1,0,1,16.336805277777778
28,331.3,37.156128616855646,19.7,0,7,25.2942414
29,201.4,37.206777283765305,22.3,0,1,16.050982181818178
30,310.3,38.035969780995785,15.5,0,7,22.071710200000002
31,256.7,36.1828334853306,7.7,0,2,18.101493448979593
32,269.6,37.004592726789916,7.2,0,7,19.396264173913043
33,334.4,37.90627228374737,17.0,0,7,19.63447411363636
34,276.6,36.043037012999996,8.7,0,2,16.931255211538463
35,255.4,36.65097480741459,72.6,0,7,15.685006642857143
36,326.5,37.928725842559544,1.7,0,5,24.478028527777784
37,199.9,37.94564290741803,16.2,0,3,14.92619020338983
38,287.8,37.40301523612378,3.3,0,6,20.88908473809524
39,221.7,36.86341213097089,4.9,0,2,15.772863245614033
40,311.4,37.58951306023039,1.4,0,6,21.05145664285714
41,219.5,37.85629004666547,12.8,0,2,17.91922238
42,279.7,37.314431332864785,3.5,0,4,19.91245517777778
43,229.7,36.866436697112256,9.9,0,3,18.041005204081635
44,298.0,37.58797514524325,18.4,0,5,20.90341061904762
45,225.0,37.859263348973926,14.1,0,3,17.352736826923078
46,286.8,37.15453943803561,2.2,0,5,21.066091195121952
47,219.1,36.42100525300496,39.7,0,3,17.67648602
48,319.6,37.498519756824884,1.7,0,5,20.16918377777778
49,216.8,37.932160519364146,11.8,0,3,17.746299551020407
50,299.1,37.32355629512178,31.5,0,5,19.170556787234037
51,228.7,36.87345984222017,5.0,0,3,18.719562625
52,294.4,37.9520508865311,7.1,0,5,21.584612
53,260.4,36.70362276380753,4.3,0,3,19.175835477272724
54,262.0,37.324837890944394,7.8,0,5,19.64503160869565
55,303.1,37.34139610897255,5.3,0,6,21.869345731707316
56,250.9,37.498776075989404,23.2,0,4,18.584947270833336
57,297.1,37.64041804630457,19.5,0,6,19.284534104166667
58,306.1,38.00392988543046,12.6,0,6,19.068510553191487
59,257.0,38.0907195545378,29.2,0,2,16.216702396226417
60,173.4,30.753737261578323,1.0,0,8,14.930453650000002
