time_sec,cpu_pct,mem_pct,gpu_pct,gpu_mem_pct,interval_fps,rtt_ms
1,107.6,30.2341783150911,0.0,0,0,0.0
2,102.4,30.27180596844301,0.0,0,0,0.0
3,116.7,30.369258514794485,2.9,0,0,0.0
4,198.6,30.780804565351904,0.0,0,0,0.0
5,460.7,36.85285178139256,0.0,0,0,0.0
6,186.2,36.918008113014196,10.7,0,0,16.88917623076923
7,238.5,36.92246806647689,7.4,0,0,21.69937175609756
8,274.0,36.92621032627892,42.9,0,0,22.646225875000003
9,271.9,37.34898315624242,11.2,0,0,20.445018204545455
10,285.8,39.09000544934544,8.3,0,3,22.499088225
11,262.6,41.242061154676826,7.6,0,4,21.783448219512195
12,241.7,41.36652974096898,4.0,0,4,20.976686340909094
13,259.9,41.41969033569096,2.8,0,3,20.679587209302326
14,245.2,41.62207994799797,25.0,0,4,19.487515021739135
15,254.4,41.66914014660431,6.6,0,4,20.522369159090907
16,236.6,41.8133453085647,8.8,0,3,19.12807063829787
17,260.0,42.33362194871258,38.9,0,3,22.357919000000003
18,233.5,41.9530905170624,4.1,0,5,18.895780630434782
19,272.8,41.98671959144776,1.2,0,3,20.39286815909091
20,233.2,41.79811995019206,34.7,0,4,20.142964177777777
21,235.0,42.183726501299795,23.2,0,1,17.016614566037738
22,268.6,42.36202211214169,39.3,0,6,25.253206583333338
23,247.8,42.78156532063221,4.9,0,2,17.95458111764706
24,267.3,41.873426520728785,45.3,0,6,19.40251982608696
25,295.0,42.635617188353066,3.0,0,4,24.272314216216216
26,233.0,42.188596565425726,23.2,0,5,19.833386695652177
27,304.9,41.38549735914365,1.9,0,5,19.033444553191487
28,230.1,42.27297683438655,12.9,0,3,16.274750037735846
29,318.0,42.40180284647558,24.0,0,7,19.486921608695656
30,250.2,42.19546591903493,29.7,0,2,17.67786588
31,263.6,41.668986355105595,66.4,0,6,19.382346311111114
32,299.3,41.947041384779666,23.2,0,4,22.767693
33,211.4,41.94750275927581,8.3,0,4,17.337641725490194
34,291.0,42.03695814769418,1.8,0,4,19.527036533333334
35,226.9,41.6770347768716,5.4,0,4,19.090314319148938
36,251.5,42.21356205205022,3.1,0,3,18.204450020408164
37,252.3,42.215766396865114,13.9,0,4,19.62318721276596
38,268.4,42.733120998537444,16.0,0,2,17.637649081632652
39,242.8,41.395442542727125,54.5,0,7,16.71257256603774
40,299.2,41.92971420925794,7.1,0,4,19.90090609090909
41,207.1,41.93191855407284,7.4,0,3,18.095073699999997
42,300.3,42.02142520632411,13.1,0,6,21.19425626190476
43,224.6,41.397031721547165,24.5,0,2,16.393352490909095
44,321.4,41.93114959657927,7.7,0,8,18.567550787234044
45,217.8,42.30547810444801,10.6,0,1,15.088066735849056
46,304.3,42.00825040126765,60.6,0,7,21.18565311904762
47,268.4,41.91454011471821,7.0,0,2,18.3796729375
48,251.0,41.652325609411626,26.3,0,6,16.51127146153846
49,325.2,41.06617494398145,4.1,0,8,18.66842795652174
50,303.2,41.3361815518895,15.9,0,5,17.8778765
51,255.0,41.342948377832904,6.9,0,5,15.65011951785714
52,257.3,41.43240376625128,51.7,0,5,17.089741716981134
53,295.1,41.43240376625128,8.4,0,7,20.233141863636362
54,229.8,41.342948377832904,23.7,0,2,17.182744269230767
55,300.6,41.342948377832904,2.8,0,6,18.39805573469388
56,286.3,41.43240376625128,3.6,0,4,19.31329008695652
57,231.1,41.43240376625128,6.9,0,4,18.675140102040817
58,284.0,41.342948377832904,1.4,0,4,20.41577981395349
59,240.5,41.34310216933162,26.1,0,4,24.43283966666667
60,128.9,32.19414843852928,1.6,0,8,0.0
